age,pop,state,gender,record_year
48,1072910,有配偶,女,2020
49,1104314,有配偶,女,2020
50,1176457,有配偶,女,2020
51,1100599,有配偶,女,2020
52,1179980,有配偶,女,2020
53,945172,有配偶,女,2020
54,1055352,有配偶,女,2020
55,1031025,有配偶,女,2020
56,1004945,有配偶,女,2020
57,1147005,有配偶,女,2020
58,842344,有配偶,女,2020
59,466897,有配偶,女,2020
60,553958,有配偶,女,2020
61,509447,有配偶,女,2020
62,645018,有配偶,女,2020
63,716427,有配偶,女,2020
64,653268,有配偶,女,2020
65岁及以上,5870981,有配偶,女,2020
15,1,离婚,男,2020
16,3,离婚,男,2020
17,19,离婚,男,2020
18,37,离婚,男,2020
19,104,离婚,男,2020
20,216,离婚,男,2020
21,398,离婚,男,2020
22,843,离婚,男,2020
23,1482,离婚,男,2020
24,2572,离婚,男,2020
25,4424,离婚,男,2020
26,6492,离婚,男,2020
27,9995,离婚,男,2020
28,14176,离婚,男,2020
29,19713,离婚,男,2020
30,29837,离婚,男,2020
31,34680,离婚,男,2020
32,37388,离婚,男,2020
33,45509,离婚,男,2020
34,43177,离婚,男,2020
35,39266,离婚,男,2020
36,40271,离婚,男,2020
37,41147,离婚,男,2020
38,49742,离婚,男,2020
39,43338,离婚,男,2020
40,40074,离婚,男,2020
41,45610,离婚,男,2020
42,42810,离婚,男,2020
43,41368,离婚,男,2020
44,44586,离婚,男,2020
45,44972,离婚,男,2020
46,47541,离婚,男,2020
47,48282,离婚,男,2020
48,48015,离婚,男,2020
49,48112,离婚,男,2020
50,49029,离婚,男,2020
51,44333,离婚,男,2020
52,45225,离婚,男,2020
53,33403,离婚,男,2020
54,36610,离婚,男,2020
55,35931,离婚,男,2020
56,35120,离婚,男,2020
57,39441,离婚,男,2020
58,26404,离婚,男,2020
59,15383,离婚,男,2020
60,18880,离婚,男,2020
61,16525,离婚,男,2020
62,19252,离婚,男,2020
63,18876,离婚,男,2020
64,15806,离婚,男,2020
65岁及以上,98028,离婚,男,2020
15,3,离婚,女,2020
16,20,离婚,女,2020
17,45,离婚,女,2020
18,111,离婚,女,2020
19,185,离婚,女,2020
20,437,离婚,女,2020
21,801,离婚,女,2020
22,1563,离婚,女,2020
23,2432,离婚,女,2020
24,4004,离婚,女,2020
25,5958,离婚,女,2020
26,7977,离婚,女,2020
27,11088,离婚,女,2020
28,14247,离婚,女,2020
29,18243,离婚,女,2020
30,25968,离婚,女,2020
31,29612,离婚,女,2020
32,31549,离婚,女,2020
33,37133,离婚,女,2020
34,34874,离婚,女,2020
35,31102,离婚,女,2020
36,32018,离婚,女,2020
37,32965,离婚,女,2020
38,39468,离婚,女,2020
39,34623,离婚,女,2020
40,32338,离婚,女,2020
41,36930,离婚,女,2020
42,35945,离婚,女,2020
43,34913,离婚,女,2020
44,37742,离婚,女,2020
45,38567,离婚,女,2020
46,40793,离婚,女,2020
47,42611,离婚,女,2020
48,42466,离婚,女,2020
49,42658,离婚,女,2020
50,43815,离婚,女,2020
51,39759,离婚,女,2020
52,39886,离婚,女,2020
53,28676,离婚,女,2020
54,31320,离婚,女,2020
55,31532,离婚,女,2020
56,31924,离婚,女,2020
57,36184,离婚,女,2020
58,23864,离婚,女,2020
59,13882,离婚,女,2020
60,16720,离婚,女,2020
61,13438,离婚,女,2020
62,15508,离婚,女,2020
63,15245,离婚,女,2020
64,12920,离婚,女,2020
65岁及以上,76264,离婚,女,2020
15,1,丧偶,男,2020
16,2,丧偶,男,2020
17,1,丧偶,男,2020
18,1,丧偶,男,2020
19,4,丧偶,男,2020
20,11,丧偶,男,2020
21,14,丧偶,男,2020
22,24,丧偶,男,2020
23,41,丧偶,男,2020
24,54,丧偶,男,2020
25,95,丧偶,男,2020
26,116,丧偶,男,2020
27,175,丧偶,男,2020
28,255,丧偶,男,2020
29,329,丧偶,男,2020
30,592,丧偶,男,2020
31,715,丧偶,男,2020
32,833,丧偶,男,2020
33,982,丧偶,男,2020
34,1022,丧偶,男,2020
35,1028,丧偶,男,2020
36,1108,丧偶,男,2020
37,1270,丧偶,男,2020
38,1636,丧偶,男,2020
39,1616,丧偶,男,2020
40,1820,丧偶,男,2020
41,2413,丧偶,男,2020
42,2583,丧偶,男,2020
43,3050,丧偶,男,2020
44,3825,丧偶,男,2020
45,4486,丧偶,男,2020
46,5664,丧偶,男,2020
47,6769,丧偶,男,2020
48,8026,丧偶,男,2020
49,9223,丧偶,男,2020
50,11599,丧偶,男,2020
51,13419,丧偶,男,2020
52,16322,丧偶,男,2020
53,15174,丧偶,男,2020
54,19563,丧偶,男,2020
55,21481,丧偶,男,2020
56,22764,丧偶,男,2020
57,29265,丧偶,男,2020
58,24022,丧偶,男,2020
59,14324,丧偶,男,2020
60,21035,丧偶,男,2020
61,23484,丧偶,男,2020
62,33069,丧偶,男,2020
63,41244,丧偶,男,2020
64,40921,丧偶,男,2020
65岁及以上,1336608,丧偶,男,2020
15,0,丧偶,女,2020
16,2,丧偶,女,2020
17,5,丧偶,女,2020
18,11,丧偶,女,2020
19,16,丧偶,女,2020
20,30,丧偶,女,2020
21,44,丧偶,女,2020
22,92,丧偶,女,2020
23,121,丧偶,女,2020
24,179,丧偶,女,2020
25,270,丧偶,女,2020
26,390,丧偶,女,2020
27,509,丧偶,女,2020
28,686,丧偶,女,2020
29,935,丧偶,女,2020
30,1373,丧偶,女,2020
31,1795,丧偶,女,2020
32,2064,丧偶,女,2020
33,2688,丧偶,女,2020
34,2776,丧偶,女,2020
35,2973,丧偶,女,2020
36,3373,丧偶,女,2020
37,3854,丧偶,女,2020
38,5025,丧偶,女,2020
39,5129,丧偶,女,2020
40,5788,丧偶,女,2020
41,7394,丧偶,女,2020
42,8388,丧偶,女,2020
43,9087,丧偶,女,2020
44,11674,丧偶,女,2020
45,13891,丧偶,女,2020
46,17241,丧偶,女,2020
47,20483,丧偶,女,2020
48,23860,丧偶,女,2020
49,27993,丧偶,女,2020
50,35164,丧偶,女,2020
51,39138,丧偶,女,2020
52,48156,丧偶,女,2020
53,45104,丧偶,女,2020
54,56774,丧偶,女,2020
55,63470,丧偶,女,2020
56,70137,丧偶,女,2020
57,88296,丧偶,女,2020
58,73587,丧偶,女,2020
59,45923,丧偶,女,2020
60,62000,丧偶,女,2020
61,64792,丧偶,女,2020
62,90307,丧偶,女,2020
63,108864,丧偶,女,2020
64,110460,丧偶,女,2020
65岁及以上,3633997,丧偶,女,2020
